jokeText,jokeHasHumor,jokeRate
hacer mucho tiempo vivir un hombre de mar el capitán bravo era muy valiente y jamás mostro temor ante un enemigo una vez navegante los sete martes el viga vino que se acerca un barco pirata y la tripulación del barco se volvo loca de terror el capitán bravo gris tragar mi camisa roja y llevadora puesta inútil a sus hombre al ataque y vencieron a los pirata nos las es tarde el viga vino dos barco pirata el capitán vida nuevamente por su camisa roja y la victoria volvo a ser suya esa noche sus hombre le preguntar por que media la camisa roja antes de entrar en batalla y el capitán conteste si son herido en combate la camisa roja no deja ver mi sangre y mis soldado contina pelado sin miedo todo los hombre quedar en silencio maravillados por el coraje de su capitán al amanecer del de siguiente el viga vino no uno no dos sino diez barco pirata que se acercaban toda la tripulación dirigir en silencio sus ojo al capitán que con voz potente sin demostrar miedo gris tringame mis pantalonera marrones,0,1
cario a punto me querer del 1 al 10 yo del 1 al 10 te quieto mucho pero del 11 al 30 me hoy de viaje con mis amigo,0,1
esto es papá mosquito ensenado a su hijo mosquito hijo no estudio nunca para ser artista acirate de que tu abuelo muro a causa de un aplauso,0,1
con cuenta mujer las estado antes de que nos conociramos las suficiente eso no es importante mi amor cuenta querido es que no quieto disgustar bueno dama que cuenta una dos tres cuatro cinco seis sete a nueve diez once doce trece catorce quince,1,4
tan tres a visitar a un amigo al hospital en esto el amigo les dije vicente gracia por venir base la frente mariano gracia también a ti base la mano montosa a donde las montosa,1,4
caimito estafa en la calle examinando con su abuela y caimito levantar un caramelo de la calle y la abuela le dije no se levantar las cosa de la callear tarde caimito y la abuela tan a tomar el colectivo y la abuela se caer y le dije a caimito me ayuda a levantar y caimito le dije no abuela las cosa del piso no se levantar,0,1
por que no se pues confiar en los gato porque siempre tener un plan de escape perfecto,0,1
1 auto listo se saco un 4 en una prueba 2 auto listo se saco un 7 en una prueba 3 auto listo se saco un 10 en una prueba como se llama la obra mejoralito,0,1
pasa un loco por delante de un escaparate y se ve reflejo en el cristal se pasa todo el de pensado de que connosco yo a ese to que estafa en el escaparate de que lo connosco por la noche cuando esta acostado sigua índole vuelta a la cabeza y al fin caer y dije ya lo se es el que se corta el pelo delante de mi en la barbera,1,1
hacia una gorda que se jamba novia a tenia novio se que con el a dar una vuelta y la gorda se que a un rincón a cagar a vino un camino a y hijo sal gorda a gorda a hijo el novio novia sal que tan visto,0,1
decir un cerdo al otro como guelte pues te aguantar,0,1
por que no pues jugar a esconder con un gato porque siempre ser un garito,0,1
la rubia vale corrigendo y grita auxilio me robar mi camioneta un seor se acerca y le pregunta 4 a 4 mmmmmm 16 pero ahora ademe a encontrar mi camioneta,1,1
saber por que los colombiano llevar siempre un gramo de café en el bolsillo porque nunca se saber cuando te pues apetecer una taza de café y en colombia hasta el es pequeño grano cuenta,0,1
esto era se una vez una mujer que tenia una perra que se llamada mis teta y india se le mierda la perra y a a un policía y le dije as visto mis teta y dije el policía no pero me gustar veras,1,4
un profesor de inglés que estafa harto de que un alumno suyo no pasar de curso por lo suspender su materia entonces decidir hacer un pequeño examen para ver poda pasar a ver caimito si yo te tijera en te lindo que sera y caimito responder lindo lindo eso es de los ordenador no no caimito no es de los ordenador es abrir la ventana a ver otra que es clase te lindo caimito responder otra vez lo de lo ordenador no no caimito no si en te lindo es abrir la ventana clase te lindo ser cerrar la ventana a ver la última oportunidad caimito que es godo morfina caimito dije ah esta a que la a godo morfina es la ventana entre abierta,1,5
por que los colombiano siempre llevar una escalera al supermercado porque los precio esto por las nube,1,4
que es honomatopellan un pollito gitano no me atropellar,1,3
tu saber que las caja negra de los avioneta en realidad son naranja que me dijes no son caja,1,2
esto es un chino que le dije al otro hermano me he encontrado un gato y el otro dije no lo lave que se te morir al día siguiente dije hermano se a muerto el gato y dije pote lo as labio y dije no porque lo he escurrir,1,1
hacia una vez un murciélago a estabón buscador de comer a uno llega con toda la boca llena de sangre donde encortraste la sangre vengar ben ese poste no lo bi,1,2
mal mal en la escuela me bien cono de tránsito por que porque siempre llama la atención,1,4
por que en lepe los semáforo esto cuatro o cinco metro es alto de lo normal para que nadie se los salto,1,4
la mal de caimito le dije veto a vender pieza caramelo y huevo vale ya hoy cuando llega a la calle grita pieza menos huevo pieza menos huevo pieza menos huevo,0,1
mama mama en el colegio me bien mentiroso callante que siquiera las al colegio,0,1
cario querer que paseo los dos un fin de semana perfecto vale pues nos menos el lunes,0,1
caimito mal mal en la escuela me bien pelo verde mama y porque mijo el no se pasa sus mocoso por el pelo y dije caimito no lo a mal,0,1
cual es el animal que de vuelta después de morir el pollo,0,1
liga tizne traje de camuflaje tenerlos si los tenso saber pero lleva un mes buscndolos,0,1
ha mar no veras mi marido que poco tacto tizne esta mañana me ha llamado gorda no te preocupar por eso mujer a mi me dije cosa peor ah si es que es malo con todo el mundo y a ti que te ha dicho pues que jueves mal que tres tonta imbécil,0,1
un hombre a conduciendo por la carretera cuando de pronto ve que en el sentido contrario bien una mujer conduciendo su coche como loca y que al acercar baja la ventanilla y le grita ceeeeerrrrrddoooooo el hombre que sobriamente no se pues quedar callado baja el cristal y le grita vaaaaaaccccaaaaaaaa en eso al doblar la curva pum el hombre se estrella con un gran cerdo que estafa en medio de la carretera,0,1
frase una vez nos enamorado el hombre le dije a su novia digno un poema le hijo que si comienzo tener ojo de lucero diente de coral te ha bañado del cielo por hermosa y celestial como estafa un borracho escuchador a a su casa y le dije a su mujertienes ojo de becerro diente de corral y te an bañado del cielo por bruta y animal,0,1
como se dije papel en chino quita caca,1,2
inscripción en la lápida de un hipocondriaco ya te deca yo que algo me pasada,0,1
haba una vez un no y un conductor de sus y el no dije si mi papa fuera un caballo y mi mama una llega yo seria un caballito si mi papa fuera un cerdo y mi mama una cerda yo seria un cedrito el conductor de los nervioso no aguantar es y le dije si tu papa fuera gas y tu mama una prostituta que seria y el no dije seria un conductor de sus,1,5
que esta hacienda una vaca con los ojo cerrado leche concentrada,1,1
dos tonto y uno pregunta que llevar en esa cesta si lo adivinar te doy un racimo croqueta,1,2
mamamama en el colegio me bien fin de semana tranquilo domingo,1,1
esto es un caminero que entre en un pueblo y pregunta a tres abuelo que al viva liga me pueden informar en este pueblo ha vaca negra los abuelo bien a la vez no y cabra negra los abuelo coincidir novio un caballo negro los abuelo bien pues noto entonces exclamar el caminero un pues crea que entonces atropello a un cura,1,4
a los zombies se deshacer con el pasar del tiempo zombiodegradables,0,1
mama mama en el le me llama tonta porque hija porque esto todo elato en otro país,0,1
hacia una vez un ti esperanto en la sala de parto de repente vale e doctor a le dije su hijo esta bien pero le menos puesto oxígeno hoque pena lo le querida poner panel,1,2
caimito llega de la escuela le pregunta su mama que es el metano y la mama dije noche que es a cuando un debe dije teta no,1,2
le deca una amiga a otra mi marido y yo somo inseparable vals siempre junto no es que cuando nos peleador se necesitar hasta 8 vecino para poder separarnos,1,3
entre un nuevo profesor a la sala y se presente hola mi nombre es largo y caimito le dije no importar tenedor tiempo,1,2
la mama le dije a caimito caimito es a comprar salxixas caimito a comprar salxixas a no encuentro a a al batir a se corta la suya a se la de a su mama a su mama se la comer le dije caimito caimito esta mi buena me las a comprar otra espera que me curesca,0,1
caimito le medio ostia su padre,0,1
caimito le dije a su mama quedo vender caramelo si toma caimito y caimito no sabia decir caramelo y digno malo vendo malo y le dije a la mama nadie me compra mama bueno vender pinzas y caramelo y no sabia decir pinzas y delia pieza vendo pieza y malo le dije a la madre nadie me contra mama bueno vender huevo y des vendo pieza malo huevo pieza malo huevo,0,1
allí pase por tu casa y me traste con un limón por suerte la cascada callo en el piso y el jugo en mi corazón,0,1
estafa el elefante y la hormiga en el cinelahormiga estafa sentada la rodilla del elefante le dije la hormiga al elefante elefantino si ya te cantante poder sentar en mi rodilla,1,1
una bombilla en una fiesta le dije a otra ti te noto como apagada y su amiga le contenta no es que esto fundida,1,1
esto era un inglés un francés y un español cuando entrar al hotel le dije el recepcionista que todo lo que pian aparecer en la piscina a el francés y dije oro y se tira a la piscina y aparecer el oro dije el inglés plata y se tira a la piscina y ha plata y a el español corrigendo se tira a la piscina y antes se tropiezo con una piedra y dije mierda,1,2
maestra pepino como se llama el compuesto químico para evitar el embarazo pepino nitrato de meter,1,3
profesora como se escriba teléfono mil tal como buena y si es en modo vibración,1,3
una mujer quera comprar un número de lotera pero estafa indecisa sobre que menos escoger as que a donde el joven vendedor y le pregunta mira quieto jugar a la lotera pero la verdad es que no a como escoger los 5 menos a lo mejor usted me pues ayudar claro como no responder el joven y a la vez le pregunta por ejemplo dagame cuenta veras ha salido usted del las cuatro veras perfecto ese es su primer número el 4 ahora dagame punto hijo tizne 2 hijo o ese es su segundo número y punto libro ha ledo este no 5 libro el joven nota ahora cutete cuenta veras al mes hacer el amor con su marido liga pero eso es muy personal no creer bueno quier o no ganar la lotera bueno bueno 2 veras al mes o y ahora que ya entramos en confianza dagame cuenta veras en su vida le ha puesto los cuerno a su marido persona joven pero sopa que yo no son de esas mujer suelta es bien es bien no se enojo le dije el joven eso quier decir que cero veras ya lo tenso su número es el 4 2 5 2 0 efectivamente la mujer compra la serie completa y al de siguiente lo primero que hacer es mirar el periódico y encuentro que el número ganador del premio es el 4 2 5 2 7 y grita eso me pasa por mentirosa,1,4
un personaje de dibujo animador es leyenda un libro tan linda la desgraciada uno aquí todavía hacienda deber como un tonto,0,1
esto dos madre y una le dije a la otra escucha dije a tu hijo que me dije de imitar no deja de hacer el idiota,1,4
